District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
Test Valley,Test Valley 016,E02007076 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,8774.0,,
Test Valley,Test Valley 017,E02007077 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,8264.0,,
Test Valley,Test Valley 018,E02007078 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,5363.0,,
Winchester,Winchester 001,E02004829 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,6036.0,,
Winchester,Winchester 002,E02004830 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,6750.0,,
Winchester,Winchester 003,E02004831 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,10821.0,,
Winchester,Winchester 004,E02004832 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,9099.0,,
Winchester,Winchester 005,E02004833 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,11367.0,,
Winchester,Winchester 006,E02004834 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,8173.0,,
Winchester,Winchester 007,E02004835 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,11196.0,,
Winchester,Winchester 008,E02004836 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,6629.0,,
Winchester,Winchester 009,E02004837 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,8161.0,,
Winchester,Winchester 010,E02004838 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,9678.0,,
Winchester,Winchester 011,E02004839 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,8616.0,,
Winchester,Winchester 012,E02004840 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,10651.0,,
Winchester,Winchester 013,E02004841 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,14727.0,,
Winchester,Winchester 014,E02004842 ,Demography,Total resident population (2023),Value = Number of residents,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,12006.0,,
Basingstoke and Deane,Basingstoke and Deane 001,E02004675 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.4,,
Basingstoke and Deane,Basingstoke and Deane 002,E02004676 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.0,,
Basingstoke and Deane,Basingstoke and Deane 003,E02004677 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.6,,
Basingstoke and Deane,Basingstoke and Deane 004,E02004678 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,3.1,,
Basingstoke and Deane,Basingstoke and Deane 005,E02004679 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,19.0,,
Basingstoke and Deane,Basingstoke and Deane 006,E02004680 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-4.3,,
Basingstoke and Deane,Basingstoke and Deane 007,E02004681 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-1.6,,
Basingstoke and Deane,Basingstoke and Deane 008,E02004682 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-2.9,,
Basingstoke and Deane,Basingstoke and Deane 009,E02004683 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-0.7,,
Basingstoke and Deane,Basingstoke and Deane 010,E02004684 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,0.2,,
Basingstoke and Deane,Basingstoke and Deane 011,E02004685 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,11.0,,
Basingstoke and Deane,Basingstoke and Deane 012,E02004686 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,0.1,,
Basingstoke and Deane,Basingstoke and Deane 013,E02004687 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,6.7,,
Basingstoke and Deane,Basingstoke and Deane 014,E02004688 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,2.2,,
Basingstoke and Deane,Basingstoke and Deane 015,E02004689 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,42.0,,
Basingstoke and Deane,Basingstoke and Deane 016,E02004690 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-3.2,,
Basingstoke and Deane,Basingstoke and Deane 017,E02004691 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,3.5,,
Basingstoke and Deane,Basingstoke and Deane 018,E02004692 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-1.5,,
Basingstoke and Deane,Basingstoke and Deane 019,E02004693 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-3.6,,
Basingstoke and Deane,Basingstoke and Deane 020,E02004694 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,6.1,,
Basingstoke and Deane,Basingstoke and Deane 021,E02004695 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-6.3,,
Basingstoke and Deane,Basingstoke and Deane 022,E02004696 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,42.7,,
East Hampshire,East Hampshire 001,E02004697 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,3.8,,
East Hampshire,East Hampshire 002,E02004698 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,10.2,,
East Hampshire,East Hampshire 003,E02004699 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,4.3,,
East Hampshire,East Hampshire 004,E02004700 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-2.3,,
East Hampshire,East Hampshire 006,E02004702 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,3.4,,
East Hampshire,East Hampshire 007,E02004703 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,5.7,,
East Hampshire,East Hampshire 008,E02004704 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,37.2,,
East Hampshire,East Hampshire 009,E02004705 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,0.2,,
East Hampshire,East Hampshire 010,E02004706 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,4.2,,
East Hampshire,East Hampshire 011,E02004707 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,4.6,,
East Hampshire,East Hampshire 012,E02004708 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.9,,
East Hampshire,East Hampshire 013,E02004709 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-0.4,,
East Hampshire,East Hampshire 014,E02004710 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-0.3,,
East Hampshire,East Hampshire 016,E02006829 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,14.3,,
East Hampshire,East Hampshire 017,E02006838 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,3.2,,
Eastleigh,Eastleigh 001,E02004712 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.2,,
Eastleigh,Eastleigh 002,E02004713 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,-0.6,,
Eastleigh,Eastleigh 003,E02004714 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,0.2,,
Eastleigh,Eastleigh 004,E02004715 ,Demography,Forecast population change (2023 to 2030),Value = Percentage,Data source: HCC Small Area Population Forecasts (2023),JSNA Chapter link: JSNA Demography,1.3,,
